userId,gender,nat,city,state,postcode,eloRating,ranking
1185,female,CA,hampstead,prince edward island,20690,0,102
1186,female,TR,aksaray,İstanbul,51193,500,66
1187,male,US,addison,virginia,96390,400,71
1188,female,DE,olpe,mecklenburg-vorpommern,75547,-200,120
1189,female,CA,cadillac,saskatchewan,61219,0,102
1190,female,FR,aubervilliers,val-de-marne,21187,-240,123
1191,male,IE,dublin,offaly,82421,-400,134
1192,female,ES,sevilla,ceuta,57551,1000,38
1193,female,FR,nancy,haut-rhin,20355,-200,120
1194,male,IE,youghal,cork,70405,114,94
1195,male,IR,کاشان,مازندران,49338,-1067,169
1196,female,NL,vlissingen,limburg,12382,-400,134
1197,male,CH,auboranges,graubünden,9783,133,92
1198,male,AU,brisbane,northern territory,969,-640,149
1199,male,CH,villars-le-terroir,aargau,1116,466,68
1200,male,IE,balbriggan,mayo,23905,-534,143
1201,female,FI,paimio,north karelia,33633,0,102
1202,female,GB,derby,central,AH88 3BZ,0,102
1203,female,FI,järvenpää,åland,75058,266,81
1204,male,ES,burgos,cantabria,63688,533,65
1205,female,IR,اسلام‌شهر,آذربایجان غربی,53453,-50,105
1206,female,TR,karaman,tokat,97555,800,48
1207,male,BR,cotia,rio grande do norte,45898,720,53
1208,male,CA,fauquier,manitoba,70945,160,90
1209,male,GB,southampton,gloucestershire,F6 9LZ,-100,111
1210,male,DE,rottal-inn,niedersachsen,47362,-600,147
1211,female,AU,devonport,western australia,471,150,91
1212,female,NL,bladel,flevoland,58839,0,102
1213,female,US,indianapolis,delaware,61844,-134,114
1214,female,NZ,wellington,northland,28605,-400,134
1215,male,CA,vanier,new brunswick,42503,228,85
1216,female,IE,roscommon,galway,86660,-200,120
1217,male,BR,itu,goiás,78935,1000,38
1218,male,DK,noerre alslev,hovedstaden,48048,0,102
1219,female,US,lafayette,tennessee,81133,-200,120
1220,female,DK,viby j.,syddanmark,89654,-515,142
1221,female,NZ,porirua,taranaki,75275,700,54
1222,female,DK,københavn s,nordjylland,27416,266,81
1223,female,TR,malatya,muğla,16462,400,71
1224,female,GB,wolverhampton,dumfries and galloway,GE7 3WQ,400,71
1225,female,US,addison,west virginia,89363,0,102
1226,female,ES,mérida,islas baleares,61435,-667,151
1227,female,CA,maidstone,new brunswick,29899,1900,14
1228,female,NL,drechterland,friesland,97405,80,97
1229,male,ES,santa cruz de tenerife,país vasco,22330,-467,138
1230,male,TR,balıkesir,kocaeli,52806,533,65
1231,male,NL,meerssen,gelderland,84537,533,65
1232,male,AU,kalgoorlie,queensland,2142,57,99
1233,male,DK,sommersted,danmark,53031,-667,151
1234,female,NZ,timaru,waikato,81480,200,87
1235,male,IE,athlone,galway,60905,600,61
1236,female,GB,londonderry,fife,R03 0HL,0,102
1237,male,CH,poliez-le-grand,zug,6504,533,65
1238,male,IE,ennis,carlow,74305,200,87
1239,male,ES,jerez de la frontera,cataluña,71312,1200,30
1240,female,ES,ciudad real,navarra,16945,-267,125
1241,female,DK,kvistgaard,sjælland,83832,171,89
1242,female,US,gresham,kansas,18717,-667,151
1243,male,ES,gijón,cantabria,98319,-400,134
1244,female,US,las vegas,wyoming,11286,-58,106
1245,male,FI,lahti,southern savonia,71835,200,87
1246,female,AU,australian capital territory,northern territory,274,0,102
1247,male,IR,خمینی‌شهر,کهگیلویه و بویراحمد,88995,-200,120
1248,male,NL,sint-oedenrode,limburg,73445,400,71
1249,female,DE,lüneburg,brandenburg,23327,0,102
1250,male,AU,coffs harbour,south australia,5398,-267,125
1251,female,FR,pau,territoire de belfort,96658,0,102
1252,female,CA,sidney,prince edward island,14753,-534,143
1253,male,NL,noordwijk,drenthe,40166,355,72
1254,female,TR,bayburt,trabzon,46079,-67,107
1255,male,US,flint,south carolina,91113,150,91
1256,female,IR,زاهدان,ایلام,76336,100,95
1257,male,AU,townsville,australian capital territory,7074,480,67
1258,female,IE,ballinasloe,dublin city,43592,666,56
1259,female,TR,batman,samsun,42264,133,92
1260,male,NL,goeree-overflakkee,noord-brabant,82129,0,102
1261,male,US,honolulu,north carolina,51054,-200,120
1262,male,US,utica,nevada,32043,100,95
1263,male,FI,luvia,kymenlaakso,87917,,
1264,female,FR,rouen,seine-maritime,41021,0,102
1265,female,FR,angers,haute-marne,54183,400,71
1266,male,NL,noordwijk,zuid-holland,93391,-229,122
1267,female,CA,havelock,british columbia,97789,200,87
1268,male,DE,schwandorf,berlin,89956,560,63
1269,male,NL,wijchen,gelderland,71929,-400,134
1270,female,US,charlotte,wyoming,67307,-400,134
1271,female,AU,maitland,northern territory,6481,-800,158
1272,male,NZ,hamilton,canterbury,58317,400,71
1273,female,NL,grave,noord-brabant,45795,600,61
1274,male,TR,kayseri,muğla,61151,-1600,191
1275,female,ES,oviedo,la rioja,27818,400,71
1276,male,BR,caxias,minas gerais,57917,-67,107
1277,female,FR,lille,charente,62363,1066,34
1278,female,AU,bathurst,victoria,3881,900,44
1279,male,AU,tamworth,new south wales,414,480,67
1280,male,ES,ciudad real,comunidad valenciana,34369,-172,118
1281,female,DK,"ulsted, hals",sjælland,64231,666,56
1282,male,FR,mulhouse,côtes-d'armor,80304,0,102
1283,male,BR,macapá,rondônia,68922,160,90
1284,male,DK,lundby,midtjylland,89216,228,85
1285,female,BR,palhoça,mato grosso do sul,82071,-178,119
1286,female,DE,dingolfing-landau,saarland,61846,0,102
1287,male,DK,branderup j,midtjylland,28239,-267,125
1288,female,CH,aclens,nidwalden,4330,0,102
1289,female,FR,aulnay-sous-bois,côtes-d'armor,67006,0,102
1290,female,CA,oakville,québec,60263,0,102
1291,male,GB,preston,herefordshire,AJ45 3ZQ,400,71
1292,female,DE,bernkastel-wittlich,rheinland-pfalz,69364,133,92
1293,male,ES,torrevieja,comunidad valenciana,88211,-229,122
1294,male,CH,reverolle,appenzell ausserrhoden,3471,-134,114
1295,female,FI,heinävesi,central finland,44063,200,87
1296,male,CH,echichens,valais,4455,628,60
1297,female,FI,koski,finland proper,99361,-200,120
1298,male,CH,vullierens,obwalden,7864,-100,111
1299,male,FI,humppila,lapland,34496,0,102
1300,female,DE,pirmasens,brandenburg,20188,-300,127
1301,female,CA,chatham,prince edward island,87762,,
1302,male,ES,alcalá de henares,comunidad valenciana,46911,-240,123
1303,male,IE,clonakilty,limerick,78137,-160,117
1304,male,TR,van,nevşehir,23064,-467,138
1305,female,FR,villeurbanne,creuse,32714,-1100,171
1306,female,NL,brummen,noord-brabant,45546,100,95
1307,female,US,dumas,new york,84901,600,61
1308,male,DK,randers nv,midtjylland,75352,300,78
1309,male,CH,ecublens vd,zürich,3428,2533,7
1310,male,US,miami gardens,south dakota,50144,-600,147
1311,female,CA,kingston,québec,11984,800,48
1312,female,DE,emden,bremen,84199,-200,120
1313,female,TR,samsun,gaziantep,72802,266,81
1314,female,NZ,timaru,southland,99178,133,92
1315,female,TR,adana,yozgat,80656,400,71
1316,female,BR,patos,sergipe,45075,1200,30
1317,male,IE,ratoath,sligo,42631,228,85
1318,female,GB,newport,cumbria,MS3B 2HG,-134,114
1319,male,ES,arrecife,islas baleares,47117,0,102
1320,male,US,coral springs,delaware,27968,300,78
1321,female,NL,"nuenen, gerwen en nederwetten",groningen,63515,-800,158
1322,male,FI,alavus,satakunta,74395,-1600,191
1323,female,NL,westvoorne,overijssel,95537,133,92
1324,female,IE,listowel,kildare,35856,-240,123
1325,male,FR,orléans,charente,91057,200,87
1326,female,DK,jystrup,sjælland,54902,133,92
1327,male,FR,vitry-sur-seine,val-de-marne,44485,-334,130
1328,male,FI,lumijoki,satakunta,56256,200,87
1329,male,CA,georgetown,saskatchewan,65405,0,102
1330,male,DE,schwandorf,sachsen,13721,-600,147
1331,male,CH,villars-mendraz,valais,9414,400,71
1332,female,CA,winfield,québec,24111,-1200,175
1333,male,IR,کرمان,کهگیلویه و بویراحمد,45047,-400,134
1334,male,NL,simpelveld,noord-holland,45941,-343,131
1335,female,FR,boulogne-billancourt,pyrénées-orientales,37472,-1000,166
1336,female,AU,hervey bay,south australia,8747,400,71
1337,female,AU,shepparton,new south wales,8696,200,87
1338,female,AU,darwin,new south wales,3299,-160,117
1339,female,TR,kırşehir,sivas,58033,-100,111
1340,female,CA,melbourne,saskatchewan,92863,300,78
1341,female,NZ,nelson,northland,78201,-400,134
1342,male,IR,بیرجند,کردستان,23379,-286,126
1343,male,IR,اردبیل,البرز,93220,-600,147
1344,male,US,san jose,ohio,96636,-1734,194
1345,male,CH,belmont-sur-lausanne,luzern,9063,-400,134
1346,male,US,carlsbad,minnesota,24134,1000,38
1347,female,DE,miesbach,brandenburg,36350,-534,143
1348,male,US,everett,georgia,44861,-200,120
1349,female,FR,nice,maine-et-loire,78062,666,56
1350,female,GB,chester,county down,ZK9I 6ET,0,102
1351,female,ES,cartagena,castilla la mancha,85630,-1200,175
1352,male,CH,bretigny-sur-morrens,appenzell ausserrhoden,6118,-134,114
1353,male,TR,kastamonu,adana,73971,533,65
1354,female,NL,valkenburg aan de geul,drenthe,66890,0,102
1355,female,US,tyler,wisconsin,53015,-480,139
1356,male,BR,crato,minas gerais,80775,-400,134
1357,female,NL,moerdijk,limburg,85794,-1000,166
1358,male,IE,newbridge,cork,35667,-172,118
1359,female,IE,midleton,westmeath,38235,66,98
1360,male,US,visalia,alaska,25541,320,76
1361,female,GB,chester,suffolk,ZE09 3EL,200,87
1362,female,BR,betim,distrito federal,39686,80,97
1363,female,GB,ely,clwyd,P51 8XF,200,87
1364,male,BR,eunápolis,santa catarina,88184,-400,134
1365,female,CH,oulens-sous-echallens,basel-stadt,2969,0,102
1366,male,GB,gloucester,dumfries and galloway,MV9 8GR,-600,147
1367,female,CH,bretigny-sur-morrens,zug,5747,-240,123
1368,male,CA,port elgin,newfoundland and labrador,13588,-680,152
1369,male,NL,aa en hunze,drenthe,72869,200,87
1370,female,DK,hammel,syddanmark,21131,-734,156
1371,male,IE,ratoath,dún laoghaire–rathdown,58994,-267,125
1372,male,DK,københavn sv,midtjylland,24567,-300,127
1373,male,IE,portarlington,meath,42275,-267,125
1374,male,NL,slochteren,friesland,45922,266,81
1375,male,NL,cranendonck,utrecht,55004,-160,117
1376,female,DK,sandved,sjælland,68716,933,42
1377,male,FR,roubaix,seine-saint-denis,10581,200,87
1378,male,IE,passage west,meath,92034,0,102
1379,male,US,gresham,california,87304,200,87
1380,male,IE,celbridge,cavan,17131,240,84
1381,female,FI,miehikkälä,southern ostrobothnia,27477,-600,147
1382,male,IR,سبزوار,قم,25857,,
1383,female,TR,ardahan,hatay,54389,0,102
1384,male,AU,bunbury,new south wales,5133,80,97
1385,male,CA,southampton,northwest territories,45636,-800,158
1386,male,US,fullerton,ohio,64751,100,95
1387,male,US,coppell,nevada,54860,-200,120
1388,female,AU,nowra,tasmania,3939,-67,107
1389,male,ES,gijón,comunidad de madrid,79504,-400,134
1390,female,GB,cardiff,devon,RE52 8JX,160,90
1391,female,CA,sandy lake,saskatchewan,90553,0,102
1392,male,TR,ankara,kars,95389,-134,114
1393,female,NZ,christchurch,gisborne,52366,560,63
1394,female,CH,vucherens,basel-landschaft,8415,-343,131
1395,male,FR,dijon,ardennes,96304,700,54
1396,male,IR,کرج,بوشهر,93544,200,87
1397,female,NZ,masterton,otago,62851,-134,114
1398,female,AU,darwin,northern territory,1993,-534,143
1399,male,FR,argenteuil,mayenne,54665,500,66
1400,male,DE,kempten (allgäu),schleswig-holstein,43527,400,71
1401,female,IE,roscommon,longford,77706,300,78
1402,female,CH,bioley-orjulaz,st. gallen,4279,0,102
1403,female,BR,boa vista,sergipe,79239,-267,125
1404,female,NZ,dunedin,nelson,17396,228,85
1405,female,FR,dunkerque,aisne,15169,0,102
1406,male,DK,tisvilde,hovedstaden,15155,200,87
1407,male,IE,tuam,louth,20956,720,53
1408,male,GB,plymouth,isle of wight,A6X 1ZY,800,48
1409,female,IE,rush,cavan,56435,-400,134
1410,female,ES,murcia,castilla la mancha,37555,-267,125
1411,male,ES,santiago de compostela,extremadura,61413,200,87
1412,male,GB,carlisle,hertfordshire,W9E 4FN,-267,125
1413,male,NZ,wellington,northland,99324,200,87
1414,male,FI,kemijärvi,satakunta,35590,-629,148
1415,male,CA,princeton,ontario,72120,-267,125
1416,female,FI,uusikaupunki,åland,22315,66,98
1417,male,NL,maasgouw,noord-brabant,34466,-134,114
1418,female,GB,lisburn,hertfordshire,DU25 6PN,0,102
1419,female,US,pasadena,maine,58633,0,102
1420,male,IR,ساری,ایلام,83424,857,47
1421,female,FI,myrskylä,finland proper,93515,-58,106
1422,male,TR,İzmir,aydın,49294,-600,147
1423,male,AU,bowral,tasmania,5280,-200,120
1424,male,FI,rantasalmi,tavastia proper,47647,800,48
1425,male,FR,tourcoing,doubs,35767,-160,117
1426,female,NZ,invercargill,tasman,10231,-400,134
1427,female,TR,aydın,burdur,75888,1400,23
1428,female,FI,uusikaupunki,finland proper,93358,-1543,190
1429,male,ES,ferrol,aragón,94316,-267,125
1430,female,GB,southampton,dyfed,TC3J 5UA,-200,120
1431,male,NL,dantumadiel,noord-brabant,19754,700,54
1432,female,NZ,gisborne,west coast,22890,320,76
1433,female,DE,unterallgäu,baden-württemberg,27661,0,102
1434,male,IE,carrigtwohill,galway,92337,-1600,191
1435,male,BR,conselheiro lafaiete,santa catarina,62799,300,78
1436,male,NL,neerijnen,limburg,36526,266,81
1437,female,GB,canterbury,tayside,M9S 9NG,,
1438,male,DK,brøndby strand,midtjylland,68635,-400,134
1439,female,NL,dongen,drenthe,45990,0,102
1440,female,FI,jyväskylä,uusimaa,46557,-400,134
1441,male,ES,sevilla,melilla,91032,100,95
1442,male,IR,اسلام‌شهر,خوزستان,32273,800,48
1443,male,CH,etagnières,neuchâtel,5348,600,61
1444,male,GB,ripon,devon,CH9L 4ZS,-267,125
1445,female,CA,port elgin,nova scotia,63479,720,53
1446,female,NL,sluis,noord-brabant,91397,-300,127
1447,male,FR,nantes,loire-atlantique,37316,-267,125
1448,male,NZ,dunedin,southland,29804,133,92
1449,male,CH,bournens,st. gallen,4344,-600,147
1450,male,ES,san sebastián,ceuta,50813,2000,13
1451,male,DK,stenderup,sjælland,49865,0,102
1452,male,CH,syens,appenzell innerrhoden,7737,-500,141
1453,female,BR,praia grande,minas gerais,84744,-320,129
1454,female,NL,den helder,zeeland,70907,0,102
1455,male,NL,dalfsen,friesland,49398,200,87
1456,male,BR,palhoça,acre,80158,200,87
1457,female,US,san jose,florida,14438,0,102
1458,male,FI,kaskinen,pirkanmaa,50184,-160,117
1459,female,AU,maitland,western australia,9219,-1200,175
1460,female,TR,giresun,yozgat,81640,-1600,191
1461,female,DK,randers nv,danmark,27083,-100,111
1462,male,ES,logroño,extremadura,13139,650,58
1463,male,BR,santa maria,sergipe,19894,0,102
1464,female,AU,wollongong,queensland,2017,-960,164
1465,female,FR,le havre,haut-rhin,70021,-400,134
1466,female,US,duncanville,maryland,89510,228,85
1467,female,ES,hospitalet de llobregat,islas baleares,94435,-534,143
1468,female,NL,wijk bij duurstede,noord-brabant,69189,0,102
1469,male,TR,bilecik,ordu,41613,914,43
1470,female,DK,gjerlev,nordjylland,76531,133,92
1471,female,AU,toowoomba,queensland,1022,-500,141
1472,female,FI,lapinlahti,pirkanmaa,43344,133,92
1473,female,FR,aix-en-provence,lot-et-garonne,95663,-172,118
1474,female,GB,dundee,strathclyde,AX50 2YE,-267,125
1475,male,US,syracuse,california,32298,800,48
1476,female,DE,pirmasens,bremen,16491,-400,134
1477,female,TR,edirne,osmaniye,60460,1000,38
1478,male,DE,kaufbeuren,hessen,42717,57,99
1479,female,NZ,dunedin,otago,66832,400,71
1480,female,GB,manchester,lothian,SY6 9WJ,0,102
1481,female,FR,montreuil,tarn-et-garonne,42221,-334,130
1482,male,CH,villars-le-terroir,neuchâtel,2636,400,71
1483,male,TR,tunceli,artvin,30225,1000,38
1484,male,NL,brummen,overijssel,97795,-89,110
1485,female,FR,amiens,hérault,60642,100,95
1486,female,NL,heumen,limburg,64569,-600,147
1487,female,IR,سنندج,فارس,23006,-600,147
1488,male,IE,leixlip,leitrim,13215,133,92
1489,female,CA,delisle,newfoundland and labrador,10908,500,66
1490,male,ES,logroño,asturias,93672,0,102
1491,male,TR,elazığ,kocaeli,47877,640,59
1492,female,AU,mildura,tasmania,1275,400,71
1493,female,BR,ji-paraná,amazonas,45442,533,65
1494,female,CA,fountainbleu,manitoba,98149,-578,146
1495,female,IE,youghal,longford,76355,200,87
1496,male,CH,ferlens vd,aargau,8234,0,102
1497,male,NL,sittard-geleen,limburg,42730,0,102
1498,female,CH,essertes,ticino,9419,-1000,166
1499,female,IE,carrick-on-suir,cork,34859,-1100,171
1500,male,TR,bursa,diyarbakır,78651,-80,109
1501,female,BR,são josé dos campos,rio de janeiro,63058,-667,151
1502,female,CA,windsor,québec,28797,-80,109
1503,male,CH,ogens,bern,4362,300,78
1504,male,CA,new glasgow,québec,40963,300,78
1505,male,IE,midleton,laois,81977,-267,125
1506,male,US,tucson,new hampshire,73822,-667,151
1507,female,US,manchester,north dakota,48388,-67,107
1508,female,CA,lloydminster,québec,73405,800,48
1509,female,US,greeley,new hampshire,80842,-400,134
1510,male,ES,pontevedra,comunidad de madrid,63941,-200,120
1511,male,IE,passage west,wexford,26442,200,87
1512,female,CH,vufflens-le-château,vaud,1189,-700,154
1513,female,FI,liminka,pirkanmaa,52116,-2000,199
1514,male,NZ,napier,canterbury,60906,-667,151
1515,male,GB,york,berkshire,U4 1US,-400,134
1516,male,DE,hasbergen,saarland,39850,-334,130
1517,female,GB,newry,west midlands,W1 0LS,-700,154
1518,female,NL,heeze-leende,zuid-holland,14565,-134,114
1519,female,NZ,masterton,taranaki,32863,-1200,175
1520,female,CA,chelsea,nunavut,44931,133,92
1521,female,CA,lasalle,québec,35622,-400,134
1522,female,BR,rio de janeiro,amazonas,26192,320,76
1523,male,IR,آبادان,سیستان و بلوچستان,99575,0,102
1524,male,TR,bingöl,diyarbakır,51759,400,71
1525,male,IE,tullow,westmeath,35653,0,102
1526,female,DK,aarhus,hovedstaden,80871,-800,158
1527,male,FI,tuusula,south karelia,62193,-900,161
1528,female,IE,cavan,galway city,98684,-450,136
1529,female,ES,palma de mallorca,extremadura,58491,0,102
1530,male,CA,deer lake,nunavut,30818,0,102
1531,male,US,alexandria,arkansas,90380,133,92
1532,female,GB,glasgow,south yorkshire,E8 2DD,800,48
1533,female,DE,salzland,brandenburg,32723,133,92
1534,female,CA,cornwall,ontario,46296,-400,134
1535,male,IR,بیرجند,زنجان,93607,,
1536,female,FI,helsinki,finland proper,39536,1800,16
1537,female,DE,brandenburg an der havel,sachsen-anhalt,49929,-320,129
1538,female,AU,hervey bay,tasmania,4037,80,97
1539,male,CH,romanel-sur-lausanne,basel-stadt,7646,114,94
1540,female,TR,çanakkale,konya,61893,-800,158
1541,male,TR,yozgat,karaman,23391,-900,161
1542,female,DE,northeim,hessen,88960,-800,158
1543,male,TR,rize,İstanbul,74947,-560,144
1544,female,IE,tipperary,carlow,18989,,
1545,male,CA,st. antoine,prince edward island,85961,-134,114
1546,female,NL,nederweert,limburg,71144,800,48
1547,female,BR,criciúma,goiás,54181,0,102
1548,male,FI,pertunmaa,central finland,89978,,
1549,male,GB,aberdeen,essex,J7 3XU,-134,114
1550,male,US,seagoville,new york,56063,-100,111
1551,female,NZ,timaru,waikato,53910,100,95
1552,female,NL,grootegast,flevoland,25921,-320,129
1553,male,CH,boulens,graubünden,3120,-400,134
1554,female,AU,hervey bay,victoria,4382,240,84
1555,male,FI,huittinen,ostrobothnia,50841,266,81
1556,male,TR,İzmir,giresun,96789,-1100,171
1557,male,IE,kilcoole,cavan,49859,500,66
1558,male,TR,kilis,edirne,69974,-400,134
1559,male,DE,eichsfeld,bayern,32072,-240,123
1560,female,IE,laytown-bettystown-mornington,carlow,81475,-80,109
1561,female,CH,monnaz,schaffhausen,6307,0,102
1562,male,NL,haaren,utrecht,50776,0,102
1563,female,AU,bowral,western australia,1383,400,71
1564,male,ES,cuenca,región de murcia,83917,400,71
1565,male,FI,nokia,päijät-häme,33343,-200,120
1566,female,CA,alma,saskatchewan,14755,800,48
1567,male,DE,bottrop,berlin,21705,-115,112
1568,female,IR,آمل,کهگیلویه و بویراحمد,35532,-100,111
1569,male,CH,poliez-le-grand,genève,6864,,
1570,male,NL,dongen,limburg,82256,0,102
1571,male,AU,bundaberg,northern territory,3099,0,102
1572,male,CH,bioley-orjulaz,basel-landschaft,8347,-500,141
1573,female,TR,erzincan,gaziantep,39866,400,71
1574,male,NZ,wellington,bay of plenty,27143,-267,125
1575,female,CA,jasper,british columbia,58645,0,102
1576,female,TR,kahramanmaraş,karabük,92571,1200,30
1577,female,FR,orléans,bouches-du-rhône,35944,100,95
1578,female,CA,westport,british columbia,43867,100,95
1579,male,TR,trabzon,siirt,99856,-400,134
1580,female,FI,salla,south karelia,71207,-334,130
1581,male,CA,hampstead,new brunswick,47483,266,81
1582,male,CA,cochrane,northwest territories,89639,0,102
1583,male,US,chattanooga,california,86121,-400,134
1584,male,IE,new ross,kildare,92383,-300,127
1585,male,FI,larsmo,lapland,48205,-1067,169
1586,male,AU,adelaide,northern territory,5888,533,65
1587,male,IE,castlebar,meath,66736,222,86
1588,female,US,sacramento,nevada,73555,-3200,209
1589,male,NL,best,zuid-holland,35529,0,102
1590,male,IR,خمینی‌شهر,اردبیل,10017,-200,120
1591,male,NL,ommen,groningen,27453,-80,109
1592,male,IR,ایلام,آذربایجان غربی,97466,-1467,186
1593,female,ES,móstoles,melilla,29291,-400,134
1594,male,IE,kinsale,meath,36896,533,65
1595,male,BR,osasco,alagoas,89167,2400,9
1596,male,IR,تهران,همدان,84306,133,92
1597,male,CH,cully,aargau,6974,-160,117
1598,female,US,ontario,west virginia,78687,0,102
1599,female,IE,lusk,dublin city,44016,-400,134
1600,female,US,dayton,louisiana,94388,400,71
1601,female,DK,lintrup,hovedstaden,19398,1040,36
1602,female,TR,sakarya,yozgat,50860,400,71
1603,female,US,norwalk,west virginia,73986,-267,125
1604,female,IR,کرمان,کهگیلویه و بویراحمد,30103,-286,126
1605,male,AU,shepparton,queensland,1447,-467,138
1606,female,NL,oirschot,zuid-holland,80139,800,48
1607,male,NZ,timaru,canterbury,21317,100,95
1608,male,IR,قرچک,اردبیل,33916,-134,114
1609,male,FI,pieksämäki,northern savonia,20831,-2600,206
1610,female,AU,melbourne,queensland,420,-400,134
1611,male,CH,villars-le-terroir,thurgau,5763,-1300,179
1612,female,DK,"ulsted, hals",midtjylland,84919,-800,158
1613,female,DE,lüneburg,saarland,60129,-500,141
1614,female,GB,aberdeen,derbyshire,WR3 0EY,285,79
1615,male,CA,flatrock,prince edward island,95347,-2000,199
1616,male,GB,newport,suffolk,LV01 0SU,-134,114
1617,female,IR,بیرجند,لرستان,49690,-400,134
1618,female,ES,sevilla,islas baleares,52594,320,76
1619,female,AU,hobart,western australia,8746,-467,138
1620,male,CH,boulens,glarus,4036,800,48
1621,male,ES,ferrol,melilla,54493,700,54
1622,female,AU,warrnambool,new south wales,1916,0,102
1623,female,IR,ملارد,آذربایجان غربی,15402,-240,123
1624,female,NL,vlaardingen,zuid-holland,58034,-320,129
1625,male,ES,elche,ceuta,53424,0,102
1626,female,TR,tekirdağ,bayburt,53398,0,102
1627,female,FI,tarvasjoki,uusimaa,38465,1000,38
1628,female,IR,ورامین,خراسان جنوبی,59745,200,87
1629,female,IR,خوی,تهران,64955,-850,159
1630,male,NL,stede broec,limburg,39248,-80,109
1631,male,NL,zederik,gelderland,26664,100,95
1632,male,TR,manisa,karabük,21299,-343,131
1633,female,BR,patos,tocantins,21260,-200,120
1634,male,ES,toledo,canarias,97113,0,102
1635,male,IE,tralee,kilkenny,40539,400,71
1636,male,BR,suzano,rio grande do norte,35268,-400,134
1637,female,AU,toowoomba,new south wales,6335,-400,134
1638,male,IE,longford,offaly,89878,666,56
1639,male,CA,lasalle,québec,97770,800,48
1640,male,FI,taipalsaari,northern ostrobothnia,92505,666,56
1641,female,DK,københavn v,danmark,45475,114,94
1642,male,US,san diego,vermont,71371,400,71
1643,male,BR,novo hamburgo,santa catarina,15704,0,102
1644,male,DE,essen,nordrhein-westfalen,40600,-200,120
1645,female,NL,sluis,zeeland,82946,733,52
1646,female,DE,tübingen,berlin,30775,1200,30
1647,male,NZ,tauranga,otago,39852,400,71
1648,female,NZ,palmerston north,auckland,96693,-100,111
1649,male,IE,athlone,roscommon,52809,700,54
1650,male,ES,córdoba,islas baleares,93402,200,87
1651,male,BR,birigüi,mato grosso,42757,400,71
1652,female,TR,şanlıurfa,diyarbakır,34562,-334,130
1653,male,FR,aulnay-sous-bois,loire,31549,-50,105
1654,female,CA,chatham,saskatchewan,89725,-1600,191
1655,male,CH,crissier,genève,3173,-134,114
1656,female,AU,queanbeyan,australian capital territory,6847,-800,158
1657,male,DK,tisvilde,hovedstaden,58222,-900,161
1658,female,CA,summerside,northwest territories,91781,400,71
1659,male,GB,londonderry,mid glamorgan,V7W 5WW,-1440,184
1660,female,AU,dubbo,queensland,7721,-80,109
1661,male,ES,móstoles,comunidad valenciana,92161,-600,147
1662,male,IE,cavan,wicklow,94833,-320,129
1663,female,FI,lappajärvi,lapland,28613,-400,134
1664,female,IE,kilkenny,wicklow,68974,-400,134
1665,female,NL,terneuzen,gelderland,33781,-1315,180
1666,male,CH,yens,basel-stadt,3712,-267,125
1667,male,CH,echichens,thurgau,3609,-300,127
1668,female,NZ,auckland,tasman,67776,80,97
1669,female,TR,kırşehir,isparta,98952,1400,23
1670,male,FR,avignon,ariège,48592,-400,134
1671,female,DE,frankfurt (oder),baden-württemberg,60384,0,102
1672,male,NL,heerenveen,groningen,97235,-134,114
1673,male,NL,haren,flevoland,33003,-100,111
1674,female,IE,carrigtwohill,louth,56681,0,102
1675,female,US,santa ana,ohio,25463,57,99
1676,female,NL,hengelo,gelderland,24143,0,102
1677,male,NL,goirle,overijssel,87593,-534,143
1678,female,AU,mackay,new south wales,3487,300,78
1679,female,IE,sallins,monaghan,64857,1000,38
1680,male,NZ,napier,canterbury,52243,-400,134
1681,female,US,pompano beach,north carolina,98611,-1100,171
1682,male,NZ,tauranga,auckland,67246,0,102
1683,female,DE,zwickau,bremen,77531,-720,155
1684,female,ES,pontevedra,la rioja,73688,200,87
1685,male,DE,recklinghausen,sachsen,42451,-400,134
1686,male,DE,wismar,hessen,47892,1200,30
1687,male,NZ,upper hutt,otago,76312,-400,134
1688,male,DK,beder,sjælland,93599,320,76
1689,female,FR,colombes,cher,34281,-600,147
1690,female,FR,vitry-sur-seine,vaucluse,20745,200,87
1691,male,US,arvada,georgia,85900,-880,160
1692,female,DK,frederiksberg,midtjylland,45665,200,87
1693,male,AU,cairns,new south wales,1727,-160,117
1694,female,ES,logroño,castilla y león,58138,-800,158
1695,female,US,tulsa,georgia,59851,0,102
1696,male,IE,donabate,limerick,71939,-50,105
1697,female,FR,paris,mayenne,12167,-320,129
1698,female,NL,eijsden-margraten,zuid-holland,87862,4000,2
1699,male,AU,traralgon,new south wales,262,200,87
1700,female,NZ,blenheim,otago,45576,533,65
1701,male,BR,jandira,paraíba,62678,-800,158
1702,female,IR,قم,گیلان,30121,500,66
1703,female,CA,dorchester,northwest territories,55216,400,71
1704,female,NL,leudal,flevoland,79470,-320,129
1705,female,US,burkburnett,north carolina,70819,-1040,168
1706,male,BR,campo grande,rondônia,72447,0,102
1707,female,GB,lincoln,clwyd,ZO96 1AZ,0,102
1708,female,BR,juiz de fora,amapá,94186,-2000,199
1709,female,CH,st-saphorin-sur-morges,st. gallen,9228,-100,111
1710,female,NL,bronckhorst,groningen,37264,400,71
1711,female,AU,dubbo,western australia,8180,1200,30
1712,male,US,berkeley,nebraska,51423,666,56
1713,male,DE,breisgau-hochschwarzwald,niedersachsen,24964,100,95
